Time,Accel_X,Accel_Y,Accel_Z
0.0011832714080810547,-0.392266,0.196133,10.198916
0.05234336853027344,-1.2944778,1.6867438000000001,10.1596894
0.10350203514099121,-1.4906107999999998,1.765197,10.5519554
0.1547529697418213,-1.3729310000000001,0.6668522,8.5121722
0.2059175968170166,-0.784532,0.2745862,9.3359308
0.25708627700805664,-1.0591182,0.1176798,18.0050094
0.30836033821105957,0.5099458,0.43149259999999995,6.864655
0.3596036434173584,-0.6668522,0.1176798,5.0210048
0.41153526306152344,0.3138128,-0.1569064,20.0447926
0.4629244804382324,2.0005566,0.196133,15.0237878
0.5141370296478271,-3.6088471999999996,0.7453053999999999,13.140911000000001
0.5654716491699219,-1.0591182,0.0392266,14.866881399999999
0.6169795989990234,-0.5099458,0.1569064,14.513841999999999
0.6681530475616455,-1.0591182,-0.5099458,20.0447926
