Time,Accel_X,Accel_Y,Accel_Z
0.0014567375183105469,-0.31345976059999997,0.041874395499999995,10.168299638699999
0.0035657882690429688,-0.31345976059999997,0.041874395499999995,10.168299638699999
0.005686521530151367,-0.31345976059999997,0.041874395499999995,10.168299638699999
0.007735729217529297,-0.31345976059999997,0.041874395499999995,10.168299638699999
0.00978398323059082,-0.31345976059999997,0.041874395499999995,10.168299638699999
0.011827468872070312,-0.3086741154,0.056231331100000004,10.1563355257
0.01388859748840332,-0.3086741154,0.056231331100000004,10.1563355257
0.01594090461730957,-0.3086741154,0.056231331100000004,10.1563355257
0.01798081398010254,-0.3086741154,0.056231331100000004,10.1563355257
0.020020008087158203,-0.3086741154,0.056231331100000004,10.1563355257
0.022063255310058594,-0.4881358104,3.0209385325,11.746366143400001
0.02411484718322754,-0.4881358104,3.0209385325,11.746366143400001
0.026163339614868164,-0.4881358104,3.0209385325,11.746366143400001
0.028202533721923828,-0.4881358104,3.0209385325,11.746366143400001
0.030248403549194336,-0.4881358104,3.0209385325,11.746366143400001
0.0322878360748291,-0.4139583098,2.1846470338,6.880561386299999
0.034338951110839844,-0.4139583098,2.1846470338,6.880561386299999
0.03637886047363281,-0.4139583098,2.1846470338,6.880561386299999
0.0384211540222168,-0.4139583098,2.1846470338,6.880561386299999
0.04046511650085449,-0.4139583098,2.1846470338,6.880561386299999
0.042504310607910156,-0.48693939909999995,1.9669001771999999,11.6841527558
0.044541120529174805,-0.48693939909999995,1.9669001771999999,11.6841527558
0.04658198356628418,-0.48693939909999995,1.9669001771999999,11.6841527558
0.048624515533447266,-0.48693939909999995,1.9669001771999999,11.6841527558
0.050672292709350586,-0.48693939909999995,1.9669001771999999,11.6841527558
0.052732229232788086,0.056231331100000004,0.9870393224999999,10.6791672638
0.054778337478637695,0.056231331100000004,0.9870393224999999,10.6791672638
0.05682706832885742,0.056231331100000004,0.9870393224999999,10.6791672638
0.058868408203125,0.056231331100000004,0.9870393224999999,10.6791672638
0.06090736389160156,0.056231331100000004,0.9870393224999999,10.6791672638
0.06299662590026855,0.2213360905,1.9178473139,9.5437729401
0.06508159637451172,0.2213360905,1.9178473139,9.5437729401
0.06712627410888672,0.2213360905,1.9178473139,9.5437729401
0.06917834281921387,0.2213360905,1.9178473139,9.5437729401
0.07122468948364258,0.2213360905,1.9178473139,9.5437729401
0.07326531410217285,-0.24167508259999998,1.8544375149999999,9.9026963301
0.0753016471862793,-0.24167508259999998,1.8544375149999999,9.9026963301
0.07735371589660645,-0.24167508259999998,1.8544375149999999,9.9026963301
0.07940053939819336,-0.24167508259999998,1.8544375149999999,9.9026963301
0.08183717727661133,-0.24167508259999998,1.8544375149999999,10.255637663599998
0.08407473564147949,-0.5347958510999999,0.9056833541,10.255637663599998
0.08613967895507812,-0.5347958510999999,0.9056833541,10.255637663599998
0.08820700645446777,-0.5347958510999999,0.9056833541,10.255637663599998
0.0902564525604248,-0.5347958510999999,0.9056833541,10.255637663599998
0.0923159122467041,-0.8267202082999999,1.2119646469,10.6384892796
0.09435606002807617,-0.8267202082999999,1.2119646469,10.6384892796
0.09639334678649902,-0.8267202082999999,1.2119646469,10.6384892796
0.09843802452087402,-0.8267202082999999,1.2119646469,10.6384892796
0.10048294067382812,-0.8267202082999999,1.2119646469,10.6384892796
0.10254073143005371,-0.6400800455,1.698904046,9.7698946758
0.10459637641906738,-0.6400800455,1.698904046,9.7698946758
0.10663866996765137,-0.6400800455,1.698904046,9.7698946758
0.10867905616760254,-0.6400800455,1.698904046,9.7698946758
0.11075162887573242,-0.6400800455,1.698904046,9.7698946758
0.11299276351928711,0.011964113,1.4081761001,9.8452685877
0.11520743370056152,0.011964113,1.4081761001,9.8452685877
0.11732268333435059,0.011964113,1.4081761001,9.8452685877
0.11937522888183594,0.011964113,1.4081761001,9.8452685877
0.1214594841003418,0.011964113,1.4081761001,9.8452685877
0.12353205680847168,1.4715858990000001,0.5324030285,10.022337460100001
0.1256275177001953,1.4715858990000001,0.5324030285,10.022337460100001
0.1288306713104248,1.4715858990000001,0.5324030285,10.022337460100001
0.1310741901397705,1.4715858990000001,0.5324030285,10.022337460100001
0.13317322731018066,-0.2333002035,1.3579268255,10.8789679509
0.1352214813232422,-0.2333002035,1.3579268255,10.8789679509
0.1372673511505127,-0.2333002035,1.3579268255,10.8789679509
0.1393117904663086,-0.2333002035,1.3579268255,10.8789679509
0.1413569450378418,-0.2333002035,1.3579268255,10.8789679509
0.14339876174926758,-2.2109680824,0.981057266,9.6059863277
0.14544129371643066,-2.2109680824,0.981057266,9.6059863277
0.14749717712402344,-2.2109680824,0.981057266,9.6059863277
0.1495380401611328,-2.2109680824,0.981057266,9.6059863277
0.15159153938293457,-2.2109680824,0.981057266,9.6059863277
0.1536712646484375,-1.1557333158,1.2693923893,9.4492564474
0.1557321548461914,-1.1557333158,1.2693923893,9.4492564474
0.15778636932373047,-1.1557333158,1.2693923893,9.4492564474
0.15982890129089355,-1.1557333158,1.2693923893,9.4492564474
0.1618974208831787,-1.1557333158,1.2693923893,9.4492564474
0.16399526596069336,1.4333007374,0.8039883936,11.3192473093
0.1667637825012207,1.4333007374,0.8039883936,11.3192473093
0.16886067390441895,1.4333007374,0.8039883936,11.3192473093
0.17090845108032227,1.4333007374,0.8039883936,11.3192473093
0.17295384407043457,1.4333007374,0.47736810869999996,9.8632147572
0.17499947547912598,-0.34337004309999997,0.47736810869999996,9.8632147572
0.17704296112060547,-0.34337004309999997,0.47736810869999996,9.8632147572
0.17908287048339844,-0.34337004309999997,0.47736810869999996,9.8632147572
0.18112492561340332,-0.34337004309999997,0.47736810869999996,9.8632147572
0.18317627906799316,-1.088734283,1.4476576730000001,10.0450692748
0.18521976470947266,-1.088734283,1.4476576730000001,10.0450692748
0.18726181983947754,-1.088734283,1.4476576730000001,10.0450692748
0.18931365013122559,-1.088734283,1.4476576730000001,10.0450692748
0.1913909912109375,-1.088734283,1.4476576730000001,10.0450692748
0.19344735145568848,0.8075776275,1.1018948073,9.8871429832
0.19551396369934082,0.8075776275,1.1018948073,9.8871429832
0.19760894775390625,0.8075776275,1.1018948073,9.8871429832
0.19966530799865723,0.8075776275,1.1018948073,9.8871429832
0.2017354965209961,0.8075776275,1.1018948073,9.8871429832
0.20377516746520996,-1.1341979124,0.3026920589,10.7449698853
0.20581555366516113,-1.1341979124,0.3026920589,10.7449698853
0.2078571319580078,-1.1341979124,0.3026920589,10.7449698853
0.20990633964538574,-1.1341979124,0.3026920589,10.7449698853
0.21195244789123535,-1.1341979124,0.3026920589,10.7449698853
0.21399450302124023,-0.5730810127,0.9942177902999999,9.6837530622
0.21603608131408691,-0.5730810127,0.9942177902999999,9.6837530622
0.2180776596069336,-0.5730810127,0.9942177902999999,9.6837530622
0.2201218605041504,-0.5730810127,0.9942177902999999,9.6837530622
0.22216200828552246,-0.5730810127,0.9942177902999999,9.6837530622
0.22420191764831543,-0.08614161359999999,0.6568298037,10.7018990785
0.22625136375427246,-0.08614161359999999,0.6568298037,10.7018990785
0.22829914093017578,-0.08614161359999999,0.6568298037,10.7018990785
0.23036956787109375,-0.08614161359999999,0.6568298037,10.7018990785
0.23242521286010742,-0.08614161359999999,0.6568298037,10.7018990785
0.234605073928833,-0.3421736318,0.3720839143,8.195417404999999
0.23668909072875977,-0.3421736318,0.3720839143,8.195417404999999
0.23874402046203613,-0.3421736318,0.3720839143,8.195417404999999
0.24079060554504395,-0.3421736318,0.3720839143,8.195417404999999
0.24283075332641602,-0.3421736318,0.3720839143,8.195417404999999
0.2448747158050537,0.23569302609999998,1.2538390423999999,12.335000503
0.2469196319580078,0.23569302609999998,1.2538390423999999,12.335000503
0.24896597862243652,0.23569302609999998,1.2538390423999999,12.335000503
0.25104284286499023,0.23569302609999998,1.2538390423999999,12.335000503
0.25308680534362793,0.23569302609999998,1.2538390423999999,12.335000503
0.2551536560058594,-1.3950155758,0.2237289131,8.6225362391
0.2572364807128906,-1.3950155758,0.2237289131,8.6225362391
0.2592911720275879,-1.3950155758,0.2237289131,8.6225362391
0.2613518238067627,-1.3950155758,0.2237289131,8.6225362391
0.2634754180908203,-1.3950155758,0.2237289131,8.6225362391
